"",Reporting precincts,Total Precincts,Trump,Clinton,Johnson,Write-in,McMullin,Castle,Kahn,Vacek,Stein,De La Fuente,La Riva,winner
Ida,0,8,0,0,0,0,0,0,0,0,0,0,0
Iowa,0,12,0,0,0,0,0,0,0,0,0,0,0
Jackson,0,17,0,0,0,0,0,0,0,0,0,0,0
Jasper,19,21,9493,6651,669,238,78,78,37,70,82,4,2
Jefferson,0,13,0,0,0,0,0,0,0,0,0,0,0
Johnson,31,58,13558,41445,1869,708,467,80,50,88,681,13,30
Jones,0,15,0,0,0,0,0,0,0,0,0,0,0
Keokuk,2,16,703,462,31,4,0,7,2,0,10,0,0
Kossuth,0,21,0,0,0,0,0,0,0,0,0,0,0
Lee,0,23,0,0,0,0,0,0,0,0,0,0,0
Linn,1,87,14011,25790,1460,565,236,75,53,50,241,8,9
Louisa,1,6,988,709,47,22,9,8,2,1,12,0,2
Lucas,0,8,0,0,0,0,0,0,0,0,0,0,0
Lyon,0,9,0,0,0,0,0,0,0,0,0,0,0
Madison,0,10,0,0,0,0,0,0,0,0,0,0,0
Mahaska,0,12,0,0,0,0,0,0,0,0,0,0,0
Marion,0,18,0,0,0,0,0,0,0,0,0,0,0
Marshall,0,20,0,0,0,0,0,0,0,0,0,0,0
Mills,6,12,1414,483,97,19,19,10,3,2,12,1,0
Mitchell,0,12,0,0,0,0,0,0,0,0,0,0,0
Monona,0,12,0,0,0,0,0,0,0,0,0,0,0
Monroe,0,8,0,0,0,0,0,0,0,0,0,0,0
Montgomery,0,8,0,0,0,0,0,0,0,0,0,0,0
Muscatine,15,24,7156,6664,542,179,107,70,33,46,137,3,6
O'Brien,0,10,0,0,0,0,0,0,0,0,0,0,0
Osceola,2,9,926,226,34,7,4,3,1,0,3,0,0
Page,0,9,0,0,0,0,0,0,0,0,0,0,0
Palo Alto,5,7,2327,1175,106,21,10,10,13,9,15,0,1
Plymouth,4,14,4649,1537,150,49,25,9,7,2,17,1,2
Pocahontas,0,8,0,0,0,0,0,0,0,0,0,0,0
Polk,0,178,0,0,0,0,0,0,0,0,0,0,0
Pottawattamie,0,41,0,0,0,0,0,0,0,0,0,0,0
Poweshiek,0,11,0,0,0,0,0,0,0,0,0,0,0
Ringgold,0,8,0,0,0,0,0,0,0,0,0,0,0
Sac,2,10,1410,654,54,20,11,6,3,1,12,0,0
Scott,0,64,0,0,0,0,0,0,0,0,0,0,0
Shelby,0,10,0,0,0,0,0,0,0,0,0,0,0
Sioux,0,17,0,0,0,0,0,0,0,0,0,0,0
Story,0,44,0,0,0,0,0,0,0,0,0,0,0
Tama,0,17,0,0,0,0,0,0,0,0,0,0,0
Taylor,2,8,943,365,40,11,5,5,3,2,5,1,0
Union,0,9,0,0,0,0,0,0,0,0,0,0,0
Van Buren,0,9,0,0,0,0,0,0,0,0,0,0,0
Wapello,0,23,0,0,0,0,0,0,0,0,0,0,0
Warren,0,32,0,0,0,0,0,0,0,0,0,0,0
Washington,0,11,0,0,0,0,0,0,0,0,0,0,0
Wayne,0,5,0,0,0,0,0,0,0,0,0,0,0
Webster,0,29,0,0,0,0,0,0,0,0,0,0,0
Winnebago,0,11,0,0,0,0,0,0,0,0,0,0,0
Winneshiek,0,12,0,0,0,0,0,0,0,0,0,0,0
Woodbury,0,45,0,0,0,0,0,0,0,0,0,0,0
Worth,0,8,0,0,0,0,0,0,0,0,0,0,0
Wright,0,11,0,0,0,0,0,0,0,0,0,0,0
